,title,description,prerequisites,fall,spring,department_id,number,course_id,year,term,Enrollment,Evaluations,ResponseRate,CourseOverall,Materials,Assignments,Feedback,Section,Workload,Difficulty,WouldYouRecommend
2327,Foundational Chemistry and Biology,"This course introduces fundamental concepts in chemistry and biology. Topics in chemistry include stoichiometry, acids and bases, aqueous solutions, gases, thermochemistry, electrons in atoms, and chemical bonding. The course also examines biological molecules, the transfer of information from DNA to RNA to protein, and cell structure and signaling.","Anti-req: Cannot be taken for credit if Life Sciences 1a, OR Physical Sciences 1, OR Physical Sciences 10, OR Physical Sciences 11, OR Chemistry 17 OR Chemistry 20 already complete",Y,N,22,LPS A,540,2015,1,135.0,124.0,91.85,4.1,4.2,4.1,3.9,3.9,6.5,-1.0,4.3
2328,Foundational Chemistry and Biology,"This course introduces fundamental concepts in chemistry and biology. Topics in chemistry include stoichiometry, acids and bases, aqueous solutions, gases, thermochemistry, electrons in atoms, and chemical bonding. The course also examines biological molecules, the transfer of information from DNA to RNA to protein, and cell structure and signaling.","Anti-req: Cannot be taken for credit if Life Sciences 1a, OR Physical Sciences 1, OR Physical Sciences 10, OR Physical Sciences 11, OR Chemistry 17 OR Chemistry 20 already complete",Y,N,22,LPS A,540,2015,1,135.0,124.0,91.85,4.1,4.2,4.1,3.9,3.9,6.6,-1.0,4.3
2329,Cultural Agents,"Explore the arts as social and professional resources! Whether you pursue medicine, law, engineering, business, government, etc., the arts will enhance your work and your citizenship. Active citizens construct opportunities for positive social change. A lecture series by a range of professionals demonstrates that change in practically any field depends on art. Theoretical readings (Schiller, Kant, Dewey, Freire, Gramsci, Ranci&egrave;re, Mockus, Boal, Nussbaum, Pasolini, inter alia) are grounded in concrete cases of agency. The final project will be a design for a creative social intervention, including reflections on creating the design.",,Y,N,57,AESTHINT 13,1894,2015,1,49.0,44.0,89.8,4.1,3.9,4.1,3.9,4.4,3.5,-1.0,4.1
2330,Cultural Agents,"Explore the arts as social and professional resources! Whether you pursue medicine, law, engineering, business, government, etc., the arts will enhance your work and your citizenship. Active citizens construct opportunities for positive social change. A lecture series by a range of professionals demonstrates that change in practically any field depends on art. Theoretical readings (Schiller, Kant, Dewey, Freire, Gramsci, Ranci&egrave;re, Mockus, Boal, Nussbaum, Pasolini, inter alia) are grounded in concrete cases of agency. The final project will be a design for a creative social intervention, including reflections on creating the design.",,Y,N,57,AESTHINT 13,1894,2015,1,49.0,44.0,89.8,4.1,3.9,4.1,3.9,4.4,3.5,-1.0,4.1
2331,Advanced Modern Greek: Introduction to Modern Greek Literature,"Special Topic: Narratives of the Greek Crisis: Prose, Cinema, and Performance. This course examines a variety of textual and visual narratives dealing with the Greek crisis. How is the &quot;world&#39;s most messed up country&quot; reflected in Greek literature, cinema, and theatre? How are the repercussions of the multifaceted crisis perceived by renowned and emerging authors and artists, both in Greece and abroad? What new literary genres have emerged out of this crisis? These are some of the questions that will be addressed in this course, while students are expected to enhance significantly their critical reading and writing skills.",Recommended: Modern Greek Ba and Bb or equivalent.,N,Y,159,MODGRK 100,5019,2015,2,5.0,4.0,80.0,5.0,5.0,4.5,4.3,,5.0,-1.0,5.0
2332,Global Social Movements,"Social movements are often considered a driving force behind political, social, and cultural change. This course explores the major theoretical and empirical approaches used in the social sciences to understand social movements. The course will examine a range of case studies from around the globe, including movements dealing with human rights, economic and environmental justice, and armed revolutions. Particular attention will be paid to transnational activism.",,Y,N,136,SOC-STD 98JL,4603,2015,1,5.0,4.0,80.0,4.5,4.8,4.8,4.8,4.7,3.7,-1.0,4.8
2333,Global Social Movements,"Social movements are often considered a driving force behind political, social, and cultural change. This course explores the major theoretical and empirical approaches used in the social sciences to understand social movements. The course will examine a range of case studies from around the globe, including movements dealing with human rights, economic and environmental justice, and armed revolutions. Particular attention will be paid to transnational activism.",,Y,N,136,SOC-STD 98JL,4603,2015,1,5.0,4.0,80.0,4.5,4.8,4.8,4.8,4.7,3.7,-1.0,4.8
2334,"The Frankfurt School, Film, and Popular Culture","Focus in the Frankfurt School and such concepts as the culture industry, critical theory and research, art and mass media reproduction, negative dialective, public sphere, and other of its contributions to social and aesthetic theory.",,N,Y,6,ANTHRO 2688,217,2014,2,12.0,11.0,91.67,4.8,4.7,4.7,4.3,5.0,9.1,-1.0,4.7
2335,"Strategy, Conflict, and Cooperation","Game theory is the study of interdependent decision-making.&nbsp; In the early days of the cold war, game theory was used to analyze an emerging nuclear arms race; today, it has applications in economics, psychology, politics, the law and other fields.&nbsp; In this course, we will explore the &ldquo;strategic way of thinking&rdquo; as developed by game theorists over the past sixty years.&nbsp; Special attention will be paid to the move from zero-sum to nonzero-sum game theory.&nbsp; Students will learn the basic solution concepts of game theory -- including minimax and Nash equilibrium -- by playing and analyzing games in class, and then we will take up some game-theoretic applications in negotiation settings: the strategic use of threats, bluffs and promises.&nbsp; We will also study the repeated prisoner&rsquo;s dilemma and investigate how cooperative behavior may emerge in a population of rational egoists.&nbsp; This problematic -- &ldquo;the evolution of cooperation&rdquo; -- extends from economics and political science to biology and artificial intelligence, and it presents a host of interesting challenges for both theoretical and applied research.&nbsp; Finally, we will consider the changing context for the development of game theory today, in particular, the need to achieve international cooperation on economic and environmental issues.&nbsp;The course has two main objective: to introduce students to the fundamental problems and solution concepts of noncooperative game theory; and to provide an historical perspective on its development, from the analysis of military conflicts to contemporary applications in economics and other fields.&nbsp; No special mathematical preparation is required. &nbsp;",Recommended: Economics 10a,N,Y,45,ECON 1050,13760,2015,2,84.0,58.0,69.05,3.2,3.4,3.6,3.0,3.5,4.1,-1.0,3.2
2336,Acting Chekhov,"An exploration of Chekhov's plays from an actor's point of view in order to develop a practical approach to any dramatic text. We will balance the use of analytical skills - playable actions, active verbs, subtext and beats - with the need to free the actor's creative imagination, through exercises and improvisations. A variety of acting techniques will be used in scene work from the plays, including the techniques of Stanislavski, Michael Chekhov, Strasberg, Adler and Meisner as well as non-text-based approaches.",,N,Y,26,DRAMA 117,649,2014,2,12.0,10.0,83.33,4.8,4.6,4.2,4.5,5.0,3.7,-1.0,4.8
2337,Practical Aesthetics,"Practical Aesthetics Acting Technique was developed by playwright David Mamet and actor William H. Macy, based on the work of the American acting teacher Sandford Meisner and the Russian acting teacher Konstantin Stanislavski. In this course, students will focus on rigorous text analysis combined with emphasis on enhancing the actor's spontaneity through training in Meisner's ""Repetition Exercise."" Students will do scene work drawn from a wide selection of plays.","Recommended: Dramatic Arts course in Acting, previous study in Practical Aesthetics, or extensive undergraduate performance experience.",Y,N,499,TDM 114,646,2015,1,14.0,13.0,92.86,4.8,4.5,4.8,4.9,5.0,3.1,-1.0,4.8
2338,Practical Aesthetics,"Practical Aesthetics Acting Technique was developed by playwright David Mamet and actor William H. Macy, based on the work of the American acting teacher Sandford Meisner and the Russian acting teacher Konstantin Stanislavski. In this course, students will focus on rigorous text analysis combined with emphasis on enhancing the actor's spontaneity through training in Meisner's ""Repetition Exercise."" Students will do scene work drawn from a wide selection of plays.","Recommended: Dramatic Arts course in Acting, previous study in Practical Aesthetics, or extensive undergraduate performance experience.",Y,N,499,TDM 114,646,2015,1,14.0,13.0,92.86,4.8,4.5,4.8,4.9,5.0,3.1,-1.0,4.8
2339,Buddhism and Japanese Culture,"This course is designed to enable students to analyze a wide range of Japanese cultural creations&mdash;including the traditional Noh theater, modern Japanese paintings, and contemporary anime&mdash;by illustrating the influence of Buddhism both on their forms and at their depths. The first part of the course is a study of major Buddhist philosophy and its impact on Japanese literature. The second part observes Buddhist ritual practices and their significance for Japanese performing arts. The last part traces the development of Japanese Buddhist art, and considers the influence of Buddhism on diverse contemporary popular Japanese art media.",,N,Y,57,AESTHINT 36,1911,2015,2,75.0,59.0,78.67,4.2,3.9,4.2,3.8,4.1,3.2,-1.0,4.3
2340,Teaching Psychology,,,Y,Y,124,PSY 3550,4364,2015,2,5.0,2.0,40.0,3.5,,,4.0,3.0,2.0,-1.0,4.0
